id,female,age,education,political,treatment_str,risky,green,duration_survey,winner,loser,bonus_startup,bonus_ingame,bonus_lottery,bonus_final,repeater
302,0,30,3,-1,Nominal choice (w),NA,0,623,1,0,0.5,0.5,8,8.5,0
303,1,35,3,-2,Forced choice (w),0,NA,573,0,0,0.5,0.75,NA,0.75,0
304,0,30,5,-2,Forced choice (w),0,NA,510,0,0,0.5,0.75,NA,0.75,0
305,1,55,4,-2,Forced choice strong,1,NA,689,1,0,0.5,0.5,8,8.5,0
306,0,25,5,2,Nominal choice (nw),NA,1,54,1,0,0.5,0.5,8,8.5,0
307,0,22,3,2,Forced choice very strong,1,NA,718,0,1,0.5,0.5,0,0.5,0
308,0,19,2,0,Nominal choice (nw),NA,1,121,0,1,0.5,0.5,0,0.5,0
309,1,33,5,-2,Forced choice very strong,0,NA,571,0,0,0.5,0.25,NA,0.25,0
310,0,41,2,1,Forced choice very strong,1,NA,741,1,0,0.5,0.5,8,8.5,0
311,0,49,5,-1,Forced choice (w),1,NA,596,0,1,0.5,0.5,0,0.5,0
312,0,42,3,2,Forced choice strong,1,NA,608,1,0,0.5,0.5,8,8.5,0
313,0,31,5,0,Forced choice (nw),1,NA,125,0,1,0.5,0.5,0,0.5,0
314,1,49,5,-1,Forced choice very strong,0,NA,644,0,0,0.5,0.25,NA,0.25,0
315,1,26,8,-1,Nominal choice (nw),NA,0,98,0,1,0.5,0.5,0,0.5,0
316,1,64,5,-2,Forced choice (nw),0,NA,98,0,0,0.5,0.75,NA,0.75,0
317,0,39,5,1,Nominal choice (w),NA,0,556,1,0,0.5,0.5,8,8.5,0
318,0,42,5,-1,Forced choice (w),1,NA,784,1,0,0.5,0.5,8,8.5,0
319,1,54,2,0,Forced choice (nw),1,NA,462,0,1,0.5,0.5,0,0.5,0
320,1,60,4,-1,Base (w),NA,NA,628,0,1,0.5,0.5,0,0.5,0
321,0,49,3,1,Forced choice (nw),1,NA,85,1,0,0.5,0.5,8,8.5,0
322,0,35,5,0,Forced choice strong,1,NA,852,0,1,0.5,0.5,0,0.5,0
323,0,28,5,0,Forced choice (w),1,NA,891,0,1,0.5,0.5,0,0.5,0
324,0,33,4,-2,Forced choice very strong,1,NA,846,1,0,0.5,0.5,8,8.5,0
325,1,40,5,0,Forced choice very strong,0,NA,998,0,0,0.5,0.25,NA,0.25,0
326,0,30,5,-1,Forced choice (nw),1,NA,63,1,0,0.5,0.5,8,8.5,0
327,0,27,5,1,Nominal choice (nw),NA,0,53,1,0,0.5,0.5,8,8.5,0
328,0,57,5,-1,Forced choice very strong,1,NA,746,0,1,0.5,0.5,0,0.5,0
329,0,32,5,1,Forced choice (w),0,NA,605,0,0,0.5,0.75,NA,0.75,0
330,0,46,3,0,Base (nw),NA,NA,184,0,1,0.5,0.5,0,0.5,0
331,1,46,2,2,Base (nw),NA,NA,140,0,1,0.5,0.5,0,0.5,0
332,0,25,5,-2,Base (nw),NA,NA,37,1,0,0.5,0.5,8,8.5,0
333,0,26,5,-1,Base (nw),NA,NA,134,1,0,0.5,0.5,8,8.5,0
334,0,26,3,-2,Nominal choice (nw),NA,0,98,1,0,0.5,0.5,8,8.5,0
335,0,43,5,1,Nominal choice (w),NA,1,578,1,0,0.5,0.5,8,8.5,0
336,0,46,5,0,Nominal choice (w),NA,1,612,0,1,0.5,0.5,0,0.5,0
337,0,36,5,0,Forced choice (w),1,NA,1614,0,1,0.5,0.5,0,0.5,0
338,1,26,5,-2,Base (nw),NA,NA,485,1,0,0.5,0.5,8,8.5,0
339,1,24,5,-1,Base (nw),NA,NA,90,1,0,0.5,0.5,8,8.5,0
340,0,37,2,0,Base (nw),NA,NA,155,1,0,0.5,0.5,8,8.5,0
341,1,49,6,-1,Forced choice (w),1,NA,642,1,0,0.5,0.5,8,8.5,0
342,1,38,2,-1,Forced choice strong,1,NA,871,0,1,0.5,0.5,0,0.5,1
343,1,25,5,-1,Forced choice (nw),1,NA,38,0,1,0.5,0.5,0,0.5,0
344,1,29,2,-1,Nominal choice (nw),NA,1,252,1,0,0.5,0.5,8,8.5,0
345,0,37,3,-1,Forced choice strong,1,NA,731,1,0,0.5,0.5,8,8.5,0
346,0,33,5,1,Nominal choice (w),NA,0,668,0,1,0.5,0.5,0,0.5,0
347,0,28,5,-2,Base (nw),NA,NA,119,1,0,0.5,0.5,8,8.5,0
348,1,32,5,0,Forced choice strong,1,NA,554,0,1,0.5,0.5,0,0.5,0
349,1,63,6,1,Base (w),NA,NA,633,1,0,0.5,0.5,8,8.5,0
350,0,66,5,0,Nominal choice (nw),NA,0,284,1,0,0.5,0.5,8,8.5,0
351,0,24,3,0,Forced choice very strong,1,NA,613,1,0,0.5,0.5,8,8.5,0
352,0,34,5,0,Nominal choice (w),NA,1,700,1,0,0.5,0.5,8,8.5,0
353,0,44,4,1,Forced choice very strong,1,NA,613,1,0,0.5,0.5,8,8.5,0
354,0,64,3,-2,Forced choice strong,1,NA,1352,0,1,0.5,0.5,0,0.5,0
355,0,40,3,0,Forced choice strong,1,NA,604,1,0,0.5,0.5,8,8.5,0
356,1,29,5,-2,Base (w),NA,NA,646,0,1,0.5,0.5,0,0.5,0
357,0,54,2,2,Base (w),NA,NA,636,1,0,0.5,0.5,8,8.5,0
358,0,58,6,1,Forced choice (w),1,NA,582,1,0,0.5,0.5,8,8.5,0
359,1,40,5,0,Forced choice very strong,1,NA,741,0,1,0.5,0.5,0,0.5,0
360,1,29,4,-1,Base (w),NA,NA,518,1,0,0.5,0.5,8,8.5,0
361,0,34,3,0,Nominal choice (w),NA,0,549,1,0,0.5,0.5,8,8.5,0
362,1,44,3,-2,Forced choice strong,1,NA,670,1,0,0.5,0.5,8,8.5,0
363,1,25,5,-2,Nominal choice (nw),NA,1,960,1,0,0.5,0.5,8,8.5,0
364,1,30,3,-2,Forced choice strong,1,NA,584,1,0,0.5,0.5,8,8.5,0
365,0,29,4,0,Base (nw),NA,NA,175,1,0,0.5,0.5,8,8.5,0
366,1,36,8,1,Forced choice very strong,0,NA,1420,0,0,0.5,0.25,NA,0.25,0
367,0,39,5,0,Base (nw),NA,NA,142,0,1,0.5,0.5,0,0.5,0
368,1,50,5,-1,Forced choice strong,1,NA,562,0,1,0.5,0.5,0,0.5,0
369,1,32,8,-1,Forced choice (w),1,NA,518,1,0,0.5,0.5,8,8.5,0
370,0,23,4,-1,Forced choice very strong,1,NA,642,0,1,0.5,0.5,0,0.5,0
371,0,60,6,-1,Nominal choice (w),NA,0,626,1,0,0.5,0.5,8,8.5,0
372,1,42,5,0,Nominal choice (w),NA,1,598,1,0,0.5,0.5,8,8.5,0
373,0,34,6,1,Base (nw),NA,NA,87,0,1,0.5,0.5,0,0.5,0
374,1,42,3,-1,Forced choice (nw),1,NA,104,1,0,0.5,0.5,8,8.5,0
375,1,26,5,-1,Forced choice strong,1,NA,555,0,1,0.5,0.5,0,0.5,0
376,1,37,2,-1,Forced choice (w),1,NA,667,0,1,0.5,0.5,0,0.5,0
377,0,27,5,-1,Base (nw),NA,NA,67,0,1,0.5,0.5,0,0.5,0
378,0,48,3,-1,Base (w),NA,NA,844,0,1,0.5,0.5,0,0.5,0
379,1,22,5,-2,Nominal choice (w),NA,0,567,1,0,0.5,0.5,8,8.5,0
380,1,34,6,-2,Base (nw),NA,NA,216,1,0,0.5,0.5,8,8.5,0
381,0,59,5,-2,Forced choice strong,1,NA,603,0,1,0.5,0.5,0,0.5,0
382,1,55,5,1,Forced choice very strong,0,NA,675,0,0,0.5,0.25,NA,0.25,0
383,0,31,5,-2,Nominal choice (w),NA,1,568,1,0,0.5,0.5,8,8.5,0
384,1,40,6,1,Base (w),NA,NA,589,0,1,0.5,0.5,0,0.5,0
385,1,29,5,-2,Base (w),NA,NA,524,1,0,0.5,0.5,8,8.5,0
386,0,33,3,-2,Forced choice (w),0,NA,557,0,0,0.5,0.75,NA,0.75,0
387,0,37,5,-1,Nominal choice (w),NA,0,580,0,1,0.5,0.5,0,0.5,0
388,1,44,5,0,Base (nw),NA,NA,121,1,0,0.5,0.5,8,8.5,0
389,1,26,5,0,Forced choice strong,1,NA,661,0,1,0.5,0.5,0,0.5,0
390,1,27,2,-1,Forced choice (nw),1,NA,92,1,0,0.5,0.5,8,8.5,0
391,1,56,4,-2,Base (nw),NA,NA,240,1,0,0.5,0.5,8,8.5,0
392,1,31,2,-2,Nominal choice (w),NA,0,625,0,1,0.5,0.5,0,0.5,0
393,1,46,6,-1,Forced choice very strong,1,NA,614,0,1,0.5,0.5,0,0.5,0
394,0,38,3,1,Forced choice very strong,1,NA,826,0,1,0.5,0.5,0,0.5,0
395,0,22,5,0,Base (w),NA,NA,575,1,0,0.5,0.5,8,8.5,0
396,1,54,4,0,Forced choice very strong,1,NA,646,1,0,0.5,0.5,8,8.5,0
397,0,23,2,0,Forced choice (w),1,NA,385,1,0,0.5,0.5,8,8.5,0
398,0,44,2,-2,Forced choice (w),1,NA,685,0,1,0.5,0.5,0,0.5,0
399,1,37,3,1,Base (w),NA,NA,707,0,1,0.5,0.5,0,0.5,0
400,1,60,3,0,Forced choice (nw),1,NA,142,0,1,0.5,0.5,0,0.5,0
401,0,22,3,-2,Forced choice (nw),0,NA,44,0,0,0.5,0.75,NA,0.75,0
402,0,27,2,-2,Nominal choice (nw),NA,1,65,1,0,0.5,0.5,8,8.5,0
403,1,28,5,1,Forced choice (nw),1,NA,107,1,0,0.5,0.5,8,8.5,0
404,1,42,4,-1,Nominal choice (nw),NA,1,277,0,1,0.5,0.5,0,0.5,0
405,0,53,4,2,Forced choice (w),1,NA,864,0,1,0.5,0.5,0,0.5,0
406,1,27,5,-2,Nominal choice (w),NA,1,628,0,1,0.5,0.5,0,0.5,0
407,0,56,6,0,Forced choice (w),1,NA,858,1,0,0.5,0.5,8,8.5,0
408,1,33,5,-1,Forced choice (w),1,NA,501,1,0,0.5,0.5,8,8.5,0
409,1,31,5,-2,Nominal choice (nw),NA,1,221,1,0,0.5,0.5,8,8.5,0
410,1,28,5,-1,Base (nw),NA,NA,194,0,1,0.5,0.5,0,0.5,1
411,1,42,6,-1,Forced choice strong,1,NA,628,0,1,0.5,0.5,0,0.5,0
412,0,33,5,-2,Base (w),NA,NA,541,0,1,0.5,0.5,0,0.5,0
413,1,55,6,1,Forced choice very strong,1,NA,1534,1,0,0.5,0.5,8,8.5,0
414,0,27,4,-2,Forced choice (w),1,NA,716,0,1,0.5,0.5,0,0.5,0
415,1,38,4,0,Nominal choice (nw),NA,0,109,0,1,0.5,0.5,0,0.5,0
416,1,46,5,1,Nominal choice (nw),NA,1,173,0,1,0.5,0.5,0,0.5,0
417,0,71,2,1,Forced choice very strong,1,NA,951,0,1,0.5,0.5,0,0.5,0
418,1,51,4,1,Forced choice (w),1,NA,593,1,0,0.5,0.5,8,8.5,0
419,0,22,5,-2,Forced choice (nw),1,NA,65,1,0,0.5,0.5,8,8.5,0
420,1,33,5,0,Forced choice very strong,1,NA,756,0,1,0.5,0.5,0,0.5,0
421,1,53,4,-2,Nominal choice (nw),NA,1,110,1,0,0.5,0.5,8,8.5,0
422,1,37,3,-1,Nominal choice (nw),NA,1,144,0,1,0.5,0.5,0,0.5,0
423,0,23,5,-1,Nominal choice (nw),NA,1,179,1,0,0.5,0.5,8,8.5,0
424,0,24,5,-1,Forced choice (w),1,NA,658,0,1,0.5,0.5,0,0.5,0
425,1,25,5,-2,Forced choice very strong,1,NA,732,1,0,0.5,0.5,8,8.5,0
426,0,26,6,2,Forced choice strong,1,NA,1524,0,1,0.5,0.5,0,0.5,0
427,0,53,1,-2,Base (nw),NA,NA,162,1,0,0.5,0.5,8,8.5,0
428,1,60,5,0,Forced choice strong,1,NA,618,1,0,0.5,0.5,8,8.5,0
429,0,35,6,-1,Forced choice (w),1,NA,589,0,1,0.5,0.5,0,0.5,0
430,1,62,6,-1,Nominal choice (nw),NA,1,115,1,0,0.5,0.5,8,8.5,0
431,1,56,5,2,Forced choice strong,1,NA,701,1,0,0.5,0.5,8,8.5,0
432,1,37,4,1,Nominal choice (nw),NA,0,143,1,0,0.5,0.5,8,8.5,0
433,1,44,4,-1,Base (nw),NA,NA,150,1,0,0.5,0.5,8,8.5,0
434,1,27,4,0,Base (nw),NA,NA,162,0,1,0.5,0.5,0,0.5,0
435,1,58,4,2,Base (nw),NA,NA,183,1,0,0.5,0.5,8,8.5,0
436,0,45,5,2,Base (nw),NA,NA,47,0,1,0.5,0.5,0,0.5,0
437,1,24,5,0,Forced choice (nw),1,NA,127,0,1,0.5,0.5,0,0.5,0
438,0,53,3,1,Base (w),NA,NA,646,0,1,0.5,0.5,0,0.5,0
439,1,39,5,-2,Forced choice strong,1,NA,663,1,0,0.5,0.5,8,8.5,0
440,0,30,5,0,Nominal choice (nw),NA,1,93,0,1,0.5,0.5,0,0.5,0
441,1,43,3,-2,Forced choice (w),0,NA,895,0,0,0.5,0.75,NA,0.75,0
442,0,44,5,-1,Forced choice very strong,1,NA,645,0,1,0.5,0.5,0,0.5,0
443,1,23,5,-1,Base (w),NA,NA,554,1,0,0.5,0.5,8,8.5,0
444,1,28,3,1,Base (nw),NA,NA,143,0,1,0.5,0.5,0,0.5,0
445,0,30,4,-1,Forced choice very strong,0,NA,783,0,0,0.5,0.25,NA,0.25,0
446,1,32,5,1,Forced choice very strong,1,NA,572,0,1,0.5,0.5,0,0.5,0
447,0,34,5,0,Forced choice (w),1,NA,588,0,1,0.5,0.5,0,0.5,0
448,0,33,5,1,Base (w),NA,NA,570,1,0,0.5,0.5,8,8.5,0
449,1,30,4,-2,Forced choice strong,1,NA,661,1,0,0.5,0.5,8,8.5,0
450,1,63,5,-2,Forced choice very strong,0,NA,788,0,0,0.5,0.25,NA,0.25,0
451,0,24,2,-1,Forced choice (nw),1,NA,65,0,1,0.5,0.5,0,0.5,0
452,0,26,5,1,Base (w),NA,NA,1012,0,1,0.5,0.5,0,0.5,0
453,0,36,4,0,Nominal choice (w),NA,0,649,1,0,0.5,0.5,8,8.5,0
454,0,54,5,0,Forced choice (w),1,NA,638,1,0,0.5,0.5,8,8.5,0
455,0,35,2,-1,Forced choice (nw),1,NA,129,0,1,0.5,0.5,0,0.5,0
456,1,35,5,-1,Base (w),NA,NA,569,0,1,0.5,0.5,0,0.5,0
457,1,50,4,-1,Base (nw),NA,NA,122,1,0,0.5,0.5,8,8.5,0
458,0,33,5,2,Nominal choice (w),NA,1,540,0,1,0.5,0.5,0,0.5,0
459,1,35,3,0,Forced choice very strong,1,NA,1185,1,0,0.5,0.5,8,8.5,0
460,1,55,4,1,Forced choice strong,1,NA,763,1,0,0.5,0.5,8,8.5,0
461,1,60,5,0,Nominal choice (nw),NA,1,163,1,0,0.5,0.5,8,8.5,0
462,1,36,6,-2,Nominal choice (nw),NA,1,68,1,0,0.5,0.5,8,8.5,0
463,1,35,4,-1,Forced choice very strong,1,NA,769,0,1,0.5,0.5,0,0.5,0
464,1,55,2,1,Nominal choice (w),NA,0,603,0,1,0.5,0.5,0,0.5,0
465,0,32,5,-1,Forced choice (nw),1,NA,96,0,1,0.5,0.5,0,0.5,0
466,0,38,3,0,Base (w),NA,NA,758,1,0,0.5,0.5,8,8.5,0
467,0,33,5,-1,Forced choice (nw),1,NA,112,1,0,0.5,0.5,8,8.5,0
468,1,36,5,2,Forced choice (w),1,NA,698,0,1,0.5,0.5,0,0.5,0
469,1,20,3,-1,Base (w),NA,NA,635,1,0,0.5,0.5,8,8.5,0
470,0,44,5,0,Forced choice (w),1,NA,621,1,0,0.5,0.5,8,8.5,0
471,1,49,3,0,Nominal choice (nw),NA,1,217,0,1,0.5,0.5,0,0.5,0
472,0,45,7,0,Forced choice very strong,0,NA,582,0,0,0.5,0.25,NA,0.25,0
473,0,34,5,-1,Base (nw),NA,NA,104,0,1,0.5,0.5,0,0.5,0
474,1,49,6,-2,Forced choice very strong,1,NA,699,1,0,0.5,0.5,8,8.5,0
475,1,30,5,-1,Base (nw),NA,NA,1885,1,0,0.5,0.5,8,8.5,1
476,1,58,4,1,Base (nw),NA,NA,125,1,0,0.5,0.5,8,8.5,0
477,1,28,5,1,Forced choice (nw),1,NA,187,0,1,0.5,0.5,0,0.5,0
478,1,35,5,-1,Forced choice (w),1,NA,634,1,0,0.5,0.5,8,8.5,0
479,1,41,5,0,Forced choice strong,1,NA,663,1,0,0.5,0.5,8,8.5,0
480,0,33,6,-1,Forced choice strong,1,NA,686,0,1,0.5,0.5,0,0.5,0
481,0,29,4,0,Forced choice (w),1,NA,741,0,1,0.5,0.5,0,0.5,0
482,1,22,2,-1,Forced choice (w),1,NA,811,1,0,0.5,0.5,8,8.5,0
483,1,42,4,-1,Base (w),NA,NA,643,1,0,0.5,0.5,8,8.5,0
484,1,34,6,-2,Forced choice (nw),0,NA,67,0,0,0.5,0.75,NA,0.75,0
485,1,37,5,-1,Forced choice (w),1,NA,601,0,1,0.5,0.5,0,0.5,0
486,0,33,2,0,Nominal choice (w),NA,1,528,1,0,0.5,0.5,8,8.5,0
487,0,42,2,0,Forced choice (w),1,NA,576,1,0,0.5,0.5,8,8.5,0
488,1,26,2,0,Forced choice (w),1,NA,570,0,1,0.5,0.5,0,0.5,0
489,1,30,5,0,Nominal choice (w),NA,0,720,1,0,0.5,0.5,8,8.5,0
490,0,28,5,1,Nominal choice (w),NA,1,744,1,0,0.5,0.5,8,8.5,0
491,0,38,2,-2,Forced choice (nw),1,NA,79,1,0,0.5,0.5,8,8.5,0
492,1,30,4,-1,Base (w),NA,NA,1131,1,0,0.5,0.5,8,8.5,0
493,1,29,5,-2,Forced choice very strong,1,NA,606,1,0,0.5,0.5,8,8.5,0
494,1,30,6,1,Forced choice (nw),1,NA,111,1,0,0.5,0.5,8,8.5,0
495,0,28,5,1,Forced choice strong,1,NA,656,0,1,0.5,0.5,0,0.5,0
496,1,49,4,2,Forced choice strong,1,NA,594,0,1,0.5,0.5,0,0.5,0
497,0,36,5,1,Forced choice (w),1,NA,622,0,1,0.5,0.5,0,0.5,0
498,0,56,4,-2,Nominal choice (nw),NA,1,370,1,0,0.5,0.5,8,8.5,0
499,1,50,6,1,Nominal choice (nw),NA,1,222,0,1,0.5,0.5,0,0.5,0
500,0,23,5,0,Nominal choice (w),NA,1,570,1,0,0.5,0.5,8,8.5,0
501,0,33,5,-1,Forced choice very strong,1,NA,798,0,1,0.5,0.5,0,0.5,0
502,0,64,5,0,Nominal choice (w),NA,0,577,0,1,0.5,0.5,0,0.5,0
503,1,46,3,-1,Forced choice (nw),1,NA,249,1,0,0.5,0.5,8,8.5,0
504,1,30,2,0,Base (w),NA,NA,590,1,0,0.5,0.5,8,8.5,0
505,1,43,2,-1,Nominal choice (nw),NA,1,172,1,0,0.5,0.5,8,8.5,0
506,0,42,6,1,Forced choice very strong,1,NA,768,1,0,0.5,0.5,8,8.5,0
507,0,37,5,2,Nominal choice (w),NA,1,756,0,1,0.5,0.5,0,0.5,0
508,0,66,5,-2,Forced choice (nw),1,NA,398,1,0,0.5,0.5,8,8.5,0
509,1,48,8,-1,Forced choice strong,1,NA,629,1,0,0.5,0.5,8,8.5,0
510,1,45,5,1,Forced choice strong,1,NA,653,0,1,0.5,0.5,0,0.5,0
511,0,37,3,1,Nominal choice (nw),NA,1,877,0,1,0.5,0.5,0,0.5,0
512,0,27,5,0,Forced choice (w),1,NA,566,0,1,0.5,0.5,0,0.5,0
513,1,49,5,0,Base (nw),NA,NA,86,0,1,0.5,0.5,0,0.5,0
514,1,41,6,-1,Forced choice strong,1,NA,602,1,0,0.5,0.5,8,8.5,0
515,1,36,5,-1,Forced choice (w),0,NA,602,0,0,0.5,0.75,NA,0.75,0
516,0,25,4,0,Forced choice very strong,1,NA,567,0,1,0.5,0.5,0,0.5,0
517,0,35,5,-2,Nominal choice (w),NA,1,586,1,0,0.5,0.5,8,8.5,0
518,0,26,5,0,Nominal choice (nw),NA,1,72,1,0,0.5,0.5,8,8.5,0
519,0,38,5,1,Nominal choice (w),NA,0,647,1,0,0.5,0.5,8,8.5,0
520,1,29,2,0,Forced choice strong,1,NA,715,1,0,0.5,0.5,8,8.5,0
521,0,49,5,1,Base (nw),NA,NA,99,1,0,0.5,0.5,8,8.5,0
522,1,33,4,-1,Forced choice (w),1,NA,640,1,0,0.5,0.5,8,8.5,0
523,0,33,4,-1,Base (nw),NA,NA,87,1,0,0.5,0.5,8,8.5,0
524,0,33,3,0,Base (nw),NA,NA,153,0,1,0.5,0.5,0,0.5,0
525,0,36,4,-2,Nominal choice (nw),NA,1,140,1,0,0.5,0.5,8,8.5,0
526,0,33,6,-1,Nominal choice (w),NA,1,583,0,1,0.5,0.5,0,0.5,0
527,1,31,5,0,Forced choice (nw),0,NA,837,0,0,0.5,0.75,NA,0.75,1
528,1,40,5,-1,Base (w),NA,NA,696,0,1,0.5,0.5,0,0.5,0
529,0,26,6,0,Forced choice very strong,0,NA,704,0,0,0.5,0.25,NA,0.25,0
530,0,26,6,0,Forced choice strong,1,NA,624,0,1,0.5,0.5,0,0.5,0
531,1,23,5,-2,Nominal choice (nw),NA,0,109,0,1,0.5,0.5,0,0.5,0
532,0,35,2,0,Forced choice very strong,0,NA,709,0,0,0.5,0.25,NA,0.25,0
533,0,26,3,2,Forced choice (w),1,NA,770,1,0,0.5,0.5,8,8.5,0
534,1,31,2,0,Nominal choice (w),NA,1,1256,1,0,0.5,0.5,8,8.5,0
535,1,31,3,-1,Forced choice very strong,1,NA,904,1,0,0.5,0.5,8,8.5,0
536,0,30,3,0,Nominal choice (w),NA,0,602,1,0,0.5,0.5,8,8.5,0
537,0,39,6,-1,Base (w),NA,NA,681,0,1,0.5,0.5,0,0.5,0
538,1,39,2,1,Forced choice (w),1,NA,562,0,1,0.5,0.5,0,0.5,0
539,0,33,5,-2,Forced choice very strong,1,NA,774,0,1,0.5,0.5,0,0.5,0
540,0,50,8,-2,Base (nw),NA,NA,204,0,1,0.5,0.5,0,0.5,0
541,0,59,3,-1,Nominal choice (nw),NA,1,267,0,1,0.5,0.5,0,0.5,0
542,0,26,5,-1,Nominal choice (w),NA,1,567,0,1,0.5,0.5,0,0.5,0
543,0,28,8,-1,Base (nw),NA,NA,211,1,0,0.5,0.5,8,8.5,0
544,1,43,3,0,Forced choice (w),1,NA,605,0,1,0.5,0.5,0,0.5,0
545,1,41,5,1,Forced choice (nw),0,NA,1472,0,0,0.5,0.75,NA,0.75,0
546,0,33,5,0,Forced choice very strong,1,NA,629,0,1,0.5,0.5,0,0.5,0
547,1,27,3,-2,Forced choice (nw),0,NA,67,0,0,0.5,0.75,NA,0.75,0
548,0,43,5,1,Nominal choice (nw),NA,1,688,0,1,0.5,0.5,0,0.5,0
549,1,31,5,0,Nominal choice (w),NA,0,650,1,0,0.5,0.5,8,8.5,0
550,0,28,5,0,Forced choice very strong,0,NA,534,0,0,0.5,0.25,NA,0.25,0
551,1,32,5,-2,Forced choice (w),1,NA,751,1,0,0.5,0.5,8,8.5,0
552,0,33,6,-1,Forced choice very strong,1,NA,1013,0,1,0.5,0.5,0,0.5,0
553,0,18,2,-1,Forced choice (w),1,NA,626,1,0,0.5,0.5,8,8.5,0
554,1,34,3,1,Forced choice very strong,1,NA,829,1,0,0.5,0.5,8,8.5,0
555,0,57,5,-1,Base (nw),NA,NA,76,1,0,0.5,0.5,8,8.5,0
556,0,37,7,0,Forced choice (nw),1,NA,184,0,1,0.5,0.5,0,0.5,0
557,0,37,2,0,Nominal choice (w),NA,1,619,0,1,0.5,0.5,0,0.5,0
558,1,35,3,0,Nominal choice (w),NA,1,560,0,1,0.5,0.5,0,0.5,0
559,1,39,6,-2,Nominal choice (nw),NA,0,87,1,0,0.5,0.5,8,8.5,0
560,0,27,3,0,Forced choice (nw),1,NA,140,0,1,0.5,0.5,0,0.5,0
561,1,37,3,-1,Forced choice very strong,0,NA,718,0,0,0.5,0.25,NA,0.25,0
562,0,47,6,2,Base (w),NA,NA,887,1,0,0.5,0.5,8,8.5,0
563,0,35,2,-1,Base (nw),NA,NA,414,0,1,0.5,0.5,0,0.5,0
564,0,70,3,1,Forced choice strong,1,NA,596,1,0,0.5,0.5,8,8.5,0
565,0,31,5,1,Nominal choice (w),NA,1,520,1,0,0.5,0.5,8,8.5,0
566,0,31,3,-2,Base (nw),NA,NA,105,0,1,0.5,0.5,0,0.5,0
567,0,24,5,-1,Forced choice (w),0,NA,574,0,0,0.5,0.75,NA,0.75,0
568,0,30,5,-1,Forced choice strong,1,NA,572,0,1,0.5,0.5,0,0.5,0
569,1,41,2,0,Forced choice (w),0,NA,776,0,0,0.5,0.75,NA,0.75,0
570,1,52,3,1,Forced choice (w),1,NA,717,0,1,0.5,0.5,0,0.5,0
571,0,38,3,-1,Forced choice very strong,1,NA,728,0,1,0.5,0.5,0,0.5,0
572,1,41,5,-2,Forced choice (nw),1,NA,235,0,1,0.5,0.5,0,0.5,0
573,1,22,3,-2,Forced choice (nw),1,NA,45,1,0,0.5,0.5,8,8.5,0
574,1,26,2,0,Base (w),NA,NA,1072,0,1,0.5,0.5,0,0.5,0
575,0,29,6,-2,Forced choice very strong,1,NA,666,1,0,0.5,0.5,8,8.5,0
576,0,25,5,-1,Forced choice strong,1,NA,613,0,1,0.5,0.5,0,0.5,0
577,1,27,5,1,Base (nw),NA,NA,381,1,0,0.5,0.5,8,8.5,0
578,0,30,5,-1,Forced choice (nw),0,NA,603,0,0,0.5,0.75,NA,0.75,0
579,1,41,5,-1,Forced choice (w),1,NA,612,1,0,0.5,0.5,8,8.5,0
580,1,39,5,-2,Forced choice very strong,1,NA,524,1,0,0.5,0.5,8,8.5,0
581,0,41,3,-1,Forced choice strong,1,NA,645,0,1,0.5,0.5,0,0.5,0
582,1,26,5,-2,Forced choice very strong,1,NA,582,0,1,0.5,0.5,0,0.5,0
583,1,24,3,0,Base (w),NA,NA,570,0,1,0.5,0.5,0,0.5,0
584,0,24,4,-2,Forced choice strong,1,NA,530,0,1,0.5,0.5,0,0.5,0
585,0,41,5,-2,Forced choice strong,1,NA,1429,0,1,0.5,0.5,0,0.5,0
586,0,42,6,1,Nominal choice (nw),NA,1,126,0,1,0.5,0.5,0,0.5,0
587,1,35,3,1,Forced choice very strong,1,NA,927,0,1,0.5,0.5,0,0.5,0
588,0,32,6,-2,Base (w),NA,NA,607,1,0,0.5,0.5,8,8.5,0
589,1,27,5,-1,Forced choice (w),1,NA,544,0,1,0.5,0.5,0,0.5,0
590,0,29,3,-2,Nominal choice (nw),NA,1,1655,1,0,0.5,0.5,8,8.5,0
591,1,33,5,2,Nominal choice (w),NA,1,765,1,0,0.5,0.5,8,8.5,0
592,0,25,7,-1,Nominal choice (w),NA,0,623,0,1,0.5,0.5,0,0.5,0
593,0,35,3,2,Base (w),NA,NA,527,1,0,0.5,0.5,8,8.5,0
594,1,29,4,0,Forced choice strong,1,NA,676,1,0,0.5,0.5,8,8.5,0
595,0,35,4,1,Forced choice very strong,0,NA,824,0,0,0.5,0.25,NA,0.25,0
596,0,43,5,1,Forced choice very strong,1,NA,686,0,1,0.5,0.5,0,0.5,0
597,1,39,3,-1,Nominal choice (w),NA,1,594,0,1,0.5,0.5,0,0.5,0
598,1,31,5,0,Nominal choice (nw),NA,1,358,1,0,0.5,0.5,8,8.5,0
599,1,57,5,-2,Nominal choice (w),NA,1,624,0,1,0.5,0.5,0,0.5,0
600,1,37,5,1,Forced choice (nw),1,NA,165,0,1,0.5,0.5,0,0.5,0
601,1,24,2,0,Forced choice (w),0,NA,2669,0,0,0.5,0.75,NA,0.75,0
602,0,52,4,0,Base (nw),NA,NA,60,0,1,0.5,0.5,0,0.5,1
603,1,44,2,1,Nominal choice (w),NA,1,874,1,0,0.5,0.5,8,8.5,0
604,1,30,8,-1,Base (nw),NA,NA,200,0,1,0.5,0.5,0,0.5,0
